score,algorithm,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
2262,Random Search,advised,bolger,coyote,disclaimer,eight,frasher,gorczynski,heartened,intermagnetic,jose,kathman,lossing,micheaux,nessen,oquin,pelc,quadrennial,receptivity,schmeck,testicular,unilab,viebrock,wracking,xenophon,yim,zeleny
2304,Random Search,avanti,bady,crady,defrancisco,erby,fullman,ghidella,historiography,impeach,journals,kerbs,lacana,mazzeo,nonsporting,overturned,prucapital,quiets,rumford,schmied,treglia,uptight,vaunted,washtub,xscribe,yukon,zarzusky
2149,Random Search,adelbert,baskin,curbing,damitz,epler,farina,guessing,hauer,intrauterine,jaeckel,kidney,longhorn,mattox,nothdurft,ohanlon,plurals,quirky,rocher,spady,tabacalera,ukrainians,vision,wiltse,xiaoyun,yams,zaniewski
2396,Random Search,arrowsmith,borunda,casual,dressings,eases,friedenberg,galilee,higgason,inconceivable,jurisdiction,kunayev,lowe,mayday,nowling,ozuna,pharmaceuticals,queenfish,riddance,sentries,teethe,unscrupulous,viel,wigal,xtra,yuppie,zalar
2371,Random Search,aubuchon,biotechs,compeau,demolition,extremely,fustok,goodbread,hosner,irretrievably,jeers,kortz,lamaist,muravich,neumeyer,ohba,patricelli,que,rayford,splendidly,timmerman,unrealistically,video,wiseguy,xi,yasin,zbikowski
2035,Random Search,airfone,burson,carbonates,disdain,enlistee,fishkill,georgy,hallauer,ingersoll,julian,kooks,lomak,mcgahey,nessie,outlays,pistols,queasiness,reciprocity,sappington,telos,ulvert,viano,wellborn,xylon,yemeni,zagha
2302,Random Search,amadou,bedbugs,ceballos,devere,emde,forebrain,gared,herd,identifications,johndrow,kutscher,lythgoe,minick,novo,oehlert,paramilitary,quarantined,residues,smaldone,topel,unproductive,vestige,wellfleet,xiang,yoon,zipper
2097,Random Search,ails,benz,checkups,dippold,eczema,faring,grandt,hired,immeasurably,junkie,kniskern,leever,mugger,nurturing,ovulations,polacek,quipp,rothweiler,sandlin,tabachneck,unos,villalpando,wolk,xscribe,yao,zaman
2184,Random Search,asmara,bypasses,clough,douche,exclusion,figs,gadd,hammerle,imperiale,jacqueline,kozyrev,leason,metathorax,naoma,original,promotes,quenby,ricke,storti,troop,undertones,voluntarism,way,xiamen,yerevan,zinni
2175,Random Search,auditory,boton,confirm,desiring,eshleman,farinacci,goeman,heyman,infusing,julie,karabin,lacking,mailroom,nuevo,originations,preussag,quina,rutted,secateur,touches,undergraduate,vanetten,wash,xiaogang,yoshihisa,zehr
2313,Random Search,adamowicz,britches,coolman,dazed,ellwood,funston,gum,hovden,imprints,jeanmichele,knisley,letting,mindfully,newvector,opines,palkovic,quarles,retrofitted,stanline,transaction,univision,vanalstyne,woodpiles,xylogics,yancey,zukin
2382,Random Search,accelerates,bashers,christenberry,diagonals,emmerling,flaring,ganem,hampshirites,invertebrate,jankowski,krug,lasser,morra,navis,olivo,pardy,quezada,ridiculed,sarsfield,thermonuclear,unicom,verrilli,weidel,xanax,yglesias,zummo
2280,Random Search,airedale,bohall,cereno,dejongh,eighmy,factoring,grader,handels,impersonating,jockey,krawitz,leadership,martorano,noncorporate,orogil,proton,quattrone,reenactments,schork,thank,underrated,veep,wrangled,xavier,younan,zeringue
2038,Random Search,ascendency,bump,champ,druse,eishi,fending,gacy,himalaya,interrogated,junco,kirgiz,lash,monitor,newbauer,opulence,pries,quinn,rock,slippers,trolling,ursery,valeo,warstler,xaviera,yonkers,zimpfer
2195,Random Search,almeida,brodsky,coleson,dru,enduser,functions,grievously,happiness,ilalis,jerde,kingsland,laurie,mikeska,norwell,overseas,past,quadrupled,rathskeller,sperrfrist,tajima,undercount,vieth,weekdays,xanax,youtsey,zavala
2009,Random Search,aide,borup,comerica,digges,eights,felde,greeniaus,holing,infidel,juan,krain,lausch,momigliano,namer,olefin,pettijohn,quotation,recites,shacklett,tollefsen,underfoot,valida,wampum,xerox,yeazel,zillion
2218,Random Search,airlock,biehl,consists,detoured,encapsulating,fewer,globus,hambrecht,icebreaker,janofsky,kozol,lotty,moura,nordling,odd,potentially,quang,reside,spellers,treacy,understating,viciousness,wikowsky,xing,youn,zigzag
2163,Random Search,abbitt,blossoms,coolio,dobey,elegy,furner,gatty,handels,informant,jaskowiak,keeffe,lama,montalvo,nute,orielle,pennypacker,quebecoise,rapoport,scientifically,tiede,uncomplete,verbally,whitewater,xu,yonsei,zieske
2103,Random Search,atherton,boxwell,cornhusks,deltacorp,escapes,faithfuls,gallbladder,hideously,individual,juhas,kerns,leek,meyerowitz,near,outback,piggly,qing,rolan,star,tomassi,unseal,vouched,wildly,xio,yolande,zieman
2254,Random Search,anatoli,beim,congratulating,delavega,ethridge,fling,guerard,heiresses,incurred,jabbar,klans,lambrecht,montesano,navar,obliged,peery,quiet,ruppert,smurfs,tallman,unbreakability,venting,wagoneers,xantippe,yoshino,zapalac
2115,Random Search,adinolfi,boatman,currently,dolgen,egret,foxwell,goodman,hathcock,ire,juvenile,kohr,lairmore,mcginty,notch,olick,parthenon,quinnell,ruano,sturgell,twofold,unkempt,volcanologists,weekdays,xantippe,yerevan,zita
2253,Random Search,asymmetry,bonded,centrifuges,dominee,esselte,flashgun,gaetz,haubrich,impeaches,jokerst,kazanjian,licht,moomey,nile,olmeda,peterson,quantification,razorbacks,sollie,tamanaha,uni,vinal,which,xylona,ynez,zelenka
2214,Random Search,autopacific,buried,chantal,doulton,erdos,feldberg,grape,hoglund,irregularly,juett,kyoto,long,mediobanca,nevels,oxy,pseudopodial,qualcast,retracing,siddle,tantalus,unheard,vanduzer,weishaar,xebec,yuille,zayas
2090,Random Search,arbeiter,biophysics,climate,damoose,estan,flashcard,grego,hutchcraft,internalize,jemima,kenyen,linebacker,mark,neonatal,outstretch,purpose,quiz,robben,skeins,tipoff,unflagging,video,whitely,xavier,yearlings,zisson
2383,Random Search,attebery,balducci,cordoned,doorn,executors,flamson,genesis,hampton,inviolable,jacksonian,kuse,lucarelli,mcleish,nauta,often,plautz,quattrone,restaino,stockdale,turbot,unquestionably,villanova,weisfeld,xeriscape,yu,zappala
2096,Random Search,ataxia,barely,cher,dominee,excelling,foodtown,grange,hollenbaugh,inquisitors,jernigan,kram,lisby,mizelle,nemeth,oerlikon,ploys,questech,rugh,sow,teffeteller,undershirts,vitiligo,worthley,xeroxes,yue,zavery
2533,Random Search,aaberg,blayney,ct,dayco,extraordinarily,fiske,grouse,harwick,impeaches,judges,kyne,luplow,marvin,northway,osment,panzhihua,qualifications,reinstituting,schmitt,thetford,unlivable,virden,worldliness,xeroxed,yugoslavs,zebrowski
2045,Random Search,aries,bushings,carranco,digrazia,eavenson,factored,gammons,hallowed,immediately,joubert,kriger,luter,midpriced,nevius,orso,pastor,quarrying,rhoten,sliding,trombone,ullmann,verbeck,weingarten,xinhua,yuba,zombies
2086,Random Search,aidan,braced,centigram,delgreco,equivocate,flemings,groaning,halter,imm,jaquess,kuo,legree,masden,nocera,oleander,papaw,quencher,raphalian,studied,tanimura,unhurt,vanek,wartimes,xicor,yeoman,zee
2084,Random Search,aly,berets,caress,drawings,emuil,fixings,guantanamo,harville,imbibe,jammu,kammerzell,losada,malleable,nordgren,overholt,paraphrasing,qualms,remic,stoff,tamas,urged,ventres,winchel,xylogic,yuck,zabows
2509,Random Search,abortionists,bushby,correlations,duisburg,extramarital,foams,gaar,holograms,imperialism,jami,kenyans,looter,misfortunes,nattie,overthrow,pyrena,qu,rebuilders,smoothing,troeger,unoccupied,vedder,whitby,xenos,yerby,zawistowski
2138,Random Search,artesian,blair,cugini,diastrophism,estonia,franssen,gruszka,helium,impregnable,jitterbug,kuberski,latham,mroz,nissa,onder,periman,quench,restrained,saxby,threet,urbach,verley,weitek,xerox,yugoslav,zenina
2022,Random Search,achievable,bonneville,censuses,degraw,euclid,forsman,gushes,hairdressing,itstee,judging,kidded,lapses,midair,nest,oran,premiere,quotable,reopening,streater,therrien,unicom,valerio,wilner,xanthe,yust,zizzo
2171,Random Search,ashland,bougainvillea,coasting,dreamers,emanated,furnish,gatton,helvey,indexed,jules,komura,lohrmann,morain,norfleet,outflank,pinnick,questran,reinhardt,sais,tagle,unbound,vocabulary,warble,xinhua,yoshi,ziccardi
1995,Random Search,appropriators,batting,calvery,dvorak,effler,fescue,gagel,hemond,impasse,jekyll,kidde,leggett,markkas,necker,orlosky,pitches,qasr,respond,sember,tolland,unskilled,violante,wolski,xus,yancey,zapatistas
2152,Random Search,acquisitive,bahamian,chateaux,distributions,easib,freimark,glew,healthcare,ifil,justify,kolasinski,leaman,mallek,nth,olano,pickets,quarrel,royer,steedman,theorem,unison,vidal,wampum,xanax,yellowing,zinc
2413,Random Search,arturo,breakthrough,corum,diametrically,enunciating,functioned,goodpaster,hobbins,insinuation,jaywalking,kruttschnitt,luckey,movingly,nighthawks,oslin,protective,quartet,rominger,salow,tenable,undertakes,vidales,warble,xan,yerevan,zsa
2037,Random Search,aequitron,beat,chargit,deneuve,everding,floats,gosney,hajdu,intimate,janitors,keystones,linke,mirsky,nonwoven,opiates,pottorff,quik,raze,squirming,tarango,unavoidably,voltaren,wroe,xenophon,yokum,zachman
2222,Random Search,aren,brutalizes,colt,diary,encouraging,feuerman,grano,huelsmann,infante,japanese,kloster,ledet,mcmil,nanograms,overemphasized,priory,qua,rankles,shameless,trachea,ugliness,vendetta,wickizer,xicor,yamazaki,zahniser
2407,Random Search,atlantic,bobo,concatenation,demarais,experimenters,firebombed,gar,holme,immortality,jeannette,kendzierski,lyerly,melly,nunez,oslo,portables,quixotic,rumored,stickball,thousandth,ushers,vandeventer,woodlief,xerxes,yeiri,zed
2171,Random Search,ascetic,beauchamp,countersued,demobilizes,eisenhut,friis,godzilla,hoth,imploring,japan,klauber,lad,merrimac,naab,orebaugh,perman,quadrant,roast,stepien,telecommute,unholy,vertucci,widell,xeriscape,yeadon,zeisler
2258,Random Search,advil,brackney,crofoot,dearer,esperanto,fritzinger,giraud,hedstrom,itami,jasper,krantz,loose,medinger,neglecting,okuma,prescribers,quinonez,resolves,specifications,thomann,uttered,veer,waseda,xenophon,yearsley,zoloft
2219,Random Search,architectures,bertelli,chudzinski,dania,elbrick,filipinos,graphs,hymer,imamura,jams,kroes,landingham,mak,neurologic,ocallaghan,plantlike,quail,right,slider,thayer,uniroyal,vonbargen,wackenhut,xus,yurman,zil
2299,Random Search,amrep,best,contending,deduct,eisenach,felony,goulette,homozygous,iterative,jorio,kasik,lumping,misiaszek,nethers,overestimated,paced,questran,regehr,schluter,toyota,underground,vacillation,wizened,xenophobia,yoshiaki,zadora
2335,Random Search,adherent,basquez,credulous,davitt,eir,frishman,geomorphology,handler,interested,jiggetts,kruckenberg,leilani,malleton,norstar,ocelot,peaceful,quotable,reregulate,sabel,trickier,uncork,vox,whooping,xiao,yorich,zaslavskaya
2379,Random Search,aspinall,bloodline,coconuts,dissipation,evel,fomenting,glenbrook,hypocrites,instigates,joo,klamon,latimer,miata,newberry,observe,peterpaul,questionnaire,replaying,statistically,tuition,unheard,vanderslice,willes,xuedong,yeasts,zeisler
2056,Random Search,ally,bartos,chupp,dacs,exclude,frankincense,gaping,holdover,iqbal,jayson,kasey,lemoine,media,natzke,octavus,pea,quell,riddock,schoolyard,trivializes,unser,vena,wespac,xenophobic,yawning,zeeble
2069,Random Search,annan,brandel,challenge,derwinski,euroyen,fellowships,gabrielle,hostetter,insisting,jornal,kenyans,lipscomb,marmer,napier,oryx,pickrell,quealy,rankins,scherbarth,towell,unpayable,vanik,weisenberg,xue,yokel,zahner
2359,Random Search,autodie,bapley,caroselli,distinctions,encase,falkowski,gattuso,hitters,interrogated,juul,klossner,luthy,mackintosh,novosti,opposes,parady,queau,redacted,skeet,trifling,unacceptable,vertebrates,weinel,xanada,yadon,zukowski
1987,Random Search,ate,bichler,climaco,druckman,elmendorf,flatfish,grau,haberkorn,interventionist,janusz,klenk,lesueur,mystified,nekton,oddi,paca,quain,ripkin,strunk,tula,uecker,vona,welp,xtra,yoked,zoos
2299,Random Search,allante,blomberg,combe,decaire,eyelashes,frede,gearbox,hafford,intimated,jacki,knoke,lafave,marketeers,nevarez,occupies,palace,quebec,reprint,stipanovich,tide,unconstrained,vicariously,wickersham,xiaoyun,yasuhiro,zippora
2013,Random Search,acrimony,beset,cheddars,discussions,egeler,fallin,grenades,hopf,imogen,jayhawker,kemron,lueken,mernick,nightlines,olympians,pilgram,quenby,roffman,skippers,tuckerman,upcoming,vanaman,wouk,xiaoyun,yelena,zagladin
2296,Random Search,anticipating,bewildering,colvin,drips,editorials,frazier,gourlay,hamacher,ivo,jungers,koerber,linthicum,mobe,nemecek,olsher,pelican,quinon,requalify,schinke,threshold,undergraduate,viscusi,warmly,x,yahn,zeitler
2040,Random Search,ambrit,brusque,cutter,druckenmiller,elchibey,fruition,gilmore,hynes,intis,janney,krentz,lip,moulton,newscasters,oppress,pangburn,quinine,reisen,sununu,trip,uninvited,volvos,whorls,xylophone,yamazaki,zulus
2281,Random Search,ausmus,butare,criscione,duddy,endowment,flourishing,gilded,holbert,imus,jurek,kohls,landwehr,mathan,northbound,orestes,polices,qualifiers,resuscitating,staas,toolbox,unleashes,vasconcelos,wehrli,xscribe,yusko,zelinski
2091,Random Search,adorno,bakrie,caddell,dickman,entwined,freeways,gilkes,hehr,invading,jew,kirchners,leatherback,molyneaux,nasty,overfeed,propulsion,quijano,readerman,schoepp,teichman,undertaker,verner,willoughby,xinhua,yellow,zelaputon
2095,Random Search,agoraphobia,bleecker,callum,downpayment,evil,fitts,graeff,hardwicke,inhaled,joyfully,krausz,lutze,martensen,niebling,onken,pilgrimages,quizzing,ready,speltz,tackled,urbanek,viciousness,walde,xue,yahoos,zufall
2358,Random Search,auletta,bleeds,cambodian,delicacy,examination,foltene,ginn,hourglass,inundations,jekyll,kolowich,lookingbill,multiemployer,nester,otteson,provenza,quinney,riddance,stair,topp,undoubtedly,vandalize,wranglings,xanax,yarger,zito
2176,Random Search,avian,boza,censors,deferring,epitaphs,fellinger,greatly,herve,indigenously,jerked,kolin,lour,monopolistic,nosebleed,oceanographer,puth,quad,rizo,shirin,tasch,upheavals,valerio,widgets,xiaogang,youngblood,zarek
2107,Random Search,abkhazian,beakley,continuity,dephillips,ehmann,faulding,gabe,hanover,infielder,journal,knit,liebig,meek,northbound,oriola,pleading,queen,rejected,snouffer,tecos,unsinkable,voir,walkure,xeroxing,yegor,zick
2128,Random Search,arent,barcelona,chenier,digges,exorcist,frontiers,gyms,hevener,isgrigg,jacksonians,kennett,lago,malkin,nightshade,ormand,points,quasar,ride,shatrov,transfuse,urquhart,vaccinia,wiling,xerox,yamashiro,zampedri
2440,Random Search,agriculturalist,battenberg,cutler,dezern,engelhart,faithfuls,gusinsky,howser,intergenerational,jaycox,kurland,linda,mattson,nitrogen,oberweis,penny,quarry,ramer,squawks,twists,underestimates,vagelos,whitford,xantippe,you,zupan
2265,Random Search,autorad,binds,cwiertnia,demyan,ellice,fisted,goddart,holecek,iavarone,justifiably,krempler,libertine,morals,nexgen,oddler,patriarchal,questioners,reviewed,swindlehurst,t,uni,venneman,warships,xylon,yanni,zircons
2086,Random Search,abused,baird,comair,davidians,exceptionally,fearless,genis,houze,illumined,jerks,koken,lammons,mcgarrah,nitration,oilfield,prody,questar,risque,spiro,tamarac,unacceptable,voyaged,wits,xiao,yingst,zollo
2066,Random Search,alcina,brasses,coughran,delude,erdahl,fukowoka,gape,halen,immolates,joshua,kampe,lawhead,manhandle,necula,odea,prince,quaye,randi,savors,talcum,unsurpassed,vassiliou,withstood,xinjiang,yoshimura,zarzecki
1803,Random Search,arnaud,batts,cratia,dinkel,exposed,flapping,gaynatie,haughton,ingo,jurkiewicz,kniffin,lotta,milito,novacor,oettinger,pelletier,quinnell,rossler,scheidel,tao,uliano,vause,wilding,xerxes,yau,zhou
2415,Random Search,analog,barter,chastened,debtor,extractions,farrey,glob,hydroelectric,impatiently,jeanmichele,kaercher,lauretarian,marauders,necropolis,ornelas,pratfall,quain,rease,saybrook,theocratic,unbridled,vladimir,willer,xiaogang,yoon,zyman
2122,Random Search,accomando,brinkmeier,crowl,deletion,endure,flabbergast,gassmann,harasses,ipsen,jaromir,kosygin,lanterns,merrick,nonturbo,orick,piatkowski,quavers,rossman,safran,tonkin,undercover,villano,wiley,xena,yeadon,zionist
2263,Random Search,amiran,branum,copetas,disintegration,endive,feted,generosity,hall,intellicall,joints,kesinger,latonia,medfly,nycz,ontological,prelates,qua,ragel,shire,tonn,unblemished,vaporize,worseck,xaviera,yeutter,zeglin
2172,Random Search,aloft,brainer,catching,duplication,ediger,flourish,gierman,hallauer,injects,juki,keycorp,lesbianism,mir,nolasco,overreacts,pervaded,quickening,rotert,schweickert,throwaway,usher,vernier,warrant,xeroxes,yasutaka,zelnick
2421,Random Search,abrogating,brazda,casassa,dicken,edinger,fathom,gerety,hitchhiking,ihrig,juggler,kersting,lampooned,macleod,neglecting,okoniewski,pfiffner,quench,rozycki,subcompact,teitelbaum,unequivocably,vassilios,woods,xyvision,younce,zimbalist
2434,Random Search,airlocks,bredeson,califano,desalinization,enthusiasms,fritzen,gacy,holquin,intensifies,jaco,kid,linenberger,mccanna,nudged,ohmer,ponder,quine,retrain,sandahl,tole,underemployment,valor,wolanski,xylogics,ying,zingler
2314,Random Search,assessors,burkhammer,clubs,dismember,enunciating,fatalistic,glascoe,hedgpeth,inter,jo,klamer,landscapers,microprose,nyack,outsider,pulping,quincy,responded,stoltenberg,tulips,underdown,vlach,wood,xilinx,yanks,zagladin
2282,Random Search,announcements,baran,carrasquillo,digalakis,eczema,fehringer,garelick,halden,indubious,janet,kenmare,laotian,modulator,nastasi,oglala,penelas,quadruple,reaume,subroto,tirane,unfulfilled,vestibule,widman,xylogics,yeas,zillah
2091,Random Search,abortive,bequest,crewman,derelicts,entombed,frunze,gaddis,hiker,ironclad,jaymes,kankaku,lohner,melius,nominated,obermaier,preteens,quantities,ramtane,saylors,texfi,udo,verging,whomsoever,xenon,yak,zaring
2004,Random Search,antrim,boldface,cancilla,diatoms,epicenter,ferdig,gantt,heiden,intefadeh,juki,kumagai,linenger,mcqueeney,nailing,oaxaca,pompa,quests,rippy,shireman,tonk,udverhye,vigor,whitefish,xi,yoshida,zoster
2285,Random Search,angeli,backtrack,clipped,dow,empt,furniture,geneticist,hanshaw,insensitivity,jagodzinski,karber,least,maia,nutria,outsmart,poltrack,quicken,roulac,shakunaga,trautner,unappreciated,vultures,wygod,x,yuppies,zillmer
2088,Random Search,appliance,bonica,costain,difabio,eligible,fread,goulden,hugs,instead,jil,kraatz,lawyers,morais,nitze,obstacles,platen,quakenbush,ravenell,showbuzz,testosterone,upstairs,verbs,whalley,xiamen,yvonne,zablocki
2134,Random Search,angevine,bacillus,carma,delcampo,estimation,fetid,georgakis,homuth,interbank,joncas,kimmer,lafer,mail,nasrullah,ohnemus,praising,quesenberry,rospatch,schapp,theirs,ulloa,vanarsdale,whitmire,xoma,yogiisms,zlata
